Column 1,zip_code,yelp_rating,price_tag,review_count,lat,lng,name,name 2,storeid,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Unemployment,city_name,state_name,state_name 2,Walk Score,Bike Score
875,20110,3,$,80,38.7491875,-77.4488859,Chipotle,0,2485,48509,34.6,81042,31726,3857,1458,MANASSAS,VA,East,73,50
876,96761,3,$,48,20.8849,-156.6798,Panda Express,1,448,23223,40.2,79071,37484,1806,532,LAHAINA,HI,West,72,62
877,96753,3,$,27,20.7496,-156.4547,Panda Express,1,449,27649,43.6,72050,39073,2415,726,KIHEI,HI,West,76,54
878,44870,2.5,$$,18,41.4848,-82.6904,Panda Express,1,450,39597,40.9,42873,26625,6339,1230,SANDUSKY,OH,Midwest,13,34
879,44870,2.5,$,49,41.4163382,-82.6715406,Chipotle,0,1963,39597,40.9,42873,26625,6339,1230,SANDUSKY,OH,Midwest,47,43
880,44870,2.5,$$$,19,41.419834,-82.675004,Red Lobster,2,491,39597,40.9,42873,26625,6339,1230,SANDUSKY,OH,Midwest,55,43
881,75074,3,$,36,33.0577,-96.6916,Panda Express,1,451,51147,33.7,69214,30608,6299,1106,PLANO,TX,South,69,50
882,75074,2.5,$,54,33.056641,-96.6934015,Chipotle,0,2349,51147,33.7,69214,30608,6299,1106,PLANO,TX,South,70,52
883,93041,2.5,$,53,34.1762,-119.2196,Panda Express,1,452,24506,30.6,63103,23651,2818,627,PORT HUENEME,CA,West,69,77
884,60706,,,,41.9544,-87.8095,Panda Express,1,454,23301,45,62657,31775,1971,574,HARWOOD HEIGHTS,IL,Midwest,84,56
885,60706,2,$,61,41.9574872,-87.8075177,Chipotle,0,1003,23301,45,62657,31775,1971,574,HARWOOD HEIGHTS,IL,Midwest,82,56
886,60706,3,$$,169,41.959992,-87.836204,Red Lobster,2,226,23301,45,62657,31775,1971,574,HARWOOD HEIGHTS,IL,Midwest,60,44
887,30519,2.5,$,35,34.0759,-83.9846,Panda Express,1,455,46415,35.4,82113,34554,2186,996,BUFORD,GA,South,40,28
888,30519,2.5,$,85,34.0731191,-83.9848486,Chipotle,0,851,46415,35.4,82113,34554,2186,996,BUFORD,GA,South,38,31
889,30519,2.5,$$,115,34.064976,-83.990079,Red Lobster,2,177,46415,35.4,82113,34554,2186,996,BUFORD,GA,South,52,21
890,60061,2,$,22,42.2559,-87.9484,Panda Express,1,457,27004,39,98939,48796,1663,484,VERNON HILLS,IL,Midwest,56,70
891,60061,2.5,,6,42.2431,-87.9499,Panda Express,1,846,27004,39,98939,48796,1663,484,VERNON HILLS,IL,Midwest,49,53
892,60061,3,$,81,42.2325359,-87.942166,Chipotle,0,984,27004,39,98939,48796,1663,484,VERNON HILLS,IL,Midwest,41,64
893,97013,3.5,$,10,45.2573,-122.7032,Panda Express,1,458,23596,39.6,70461,32315,2071,464,CANBY,OR,West,69,72
894,92555,2,$,70,33.9378,-117.1797,Panda Express,1,459,43957,31.8,84612,25703,3665,1526,MORENO VALLEY,CA,West,37,40
895,76054,2,$,33,32.8616,-97.1856,Panda Express,1,460,12119,43.4,96875,40947,575,167,HURST,TX,South,59,49
896,92630,2.5,$,131,33.62,-117.7006,Panda Express,1,462,61304,40,92552,41918,5260,1693,LAKE FOREST,CA,West,94,82
897,92630,3,$,112,33.6188258,-117.7034592,Chipotle,0,311,61304,40,92552,41918,5260,1693,LAKE FOREST,CA,West,92,74
898,92630,3,$,158,33.6379653,-117.680601,Chipotle,0,312,61304,40,92552,41918,5260,1693,LAKE FOREST,CA,West,76,79
899,84065,2,$$,35,40.5082,-111.9784,Panda Express,1,463,42161,32.2,101604,33047,1040,574,RIVERTON,UT,West,37,39
900,84070,2.5,$,41,40.5851,-111.8632,Panda Express,1,464,28362,33.1,67853,28766,2209,583,SANDY,UT,West,46,43
901,84070,2.5,$,9,40.5621,-111.895,Panda Express,1,1866,28362,33.1,67853,28766,2209,583,SANDY,UT,West,38,40
902,84070,3,$,121,40.5626127,-111.8904488,Chipotle,0,2396,28362,33.1,67853,28766,2209,583,SANDY,UT,West,46,43
903,55425,,,,44.8539,-93.2425,Panda Express,1,465,10435,36.7,60181,29922,859,346,MINNEAPOLIS,MN,Midwest,56,74
904,55425,3,$,9,44.8562,-93.2419,Panda Express,1,1254,10435,36.7,60181,29922,859,346,MINNEAPOLIS,MN,Midwest,52,72
905,55425,2.5,$,22,44.8535263,-93.2419276,Chipotle,0,1356,10435,36.7,60181,29922,859,346,MINNEAPOLIS,MN,Midwest,57,73
906,60543,2.5,$$,29,41.7023,-88.3101,Panda Express,1,467,40027,36.8,101999,38834,691,890,OSWEGO,IL,Midwest,55,61
907,60543,3,$,45,41.7038723,-88.3069778,Chipotle,0,901,40027,36.8,101999,38834,691,890,OSWEGO,IL,Midwest,52,68
908,32218,3,$,47,30.4813,-81.637,Panda Express,1,468,61846,34.9,53969,24527,8112,1971,JACKSONVILLE,FL,South,42,49
909,32218,3,$,54,30.4814296,-81.6374759,Chipotle,0,760,61846,34.9,53969,24527,8112,1971,JACKSONVILLE,FL,South,42,49
910,32218,2.5,$$,57,30.475358,-81.643905,Red Lobster,2,126,61846,34.9,53969,24527,8112,1971,JACKSONVILLE,FL,South,48,38
911,97322,3,$,38,44.6294,-123.0838,Panda Express,1,470,36352,36.4,49966,25540,5010,1493,ALBANY,OR,West,68,83
912,99163,4,$,10,46.7311,-117.1623,Panda Express,1,471,34632,22.2,33079,19812,9600,1992,PULLMAN,WA,West,50,32
913,32822,2.5,$,44,28.4671,-81.3086,Panda Express,1,472,60781,35.3,37565,19152,15418,2556,ORLANDO,FL,South,52,70
914,32822,2,$,4,28.5142663,-81.3109937,Chipotle,0,657,60781,35.3,37565,19152,15418,2556,ORLANDO,FL,South,67,63
915,32822,3,$,102,28.4676438,-81.3085629,Chipotle,0,664,60781,35.3,37565,19152,15418,2556,ORLANDO,FL,South,52,70
916,95492,2.5,$,58,38.5275,-122.7889,Panda Express,1,473,29920,41.1,99521,39479,1358,943,WINDSOR,CA,West,58,50
917,77015,2,$,23,29.7719,-95.1861,Panda Express,1,474,56155,30.1,46300,19298,12045,1961,HOUSTON,TX,South,49,45
918,77015,3.5,$,6,29.7697321,-95.181891,Chipotle,0,2266,56155,30.1,46300,19298,12045,1961,HOUSTON,TX,South,38,40
919,60546,3,$,35,41.8486,-87.8041,Panda Express,1,475,15685,42.3,79266,45696,1094,606,RIVERSIDE,IL,Midwest,81,53
920,28078,3,$,33,35.4421,-80.8585,Panda Express,1,476,60107,36.8,95874,42324,2987,1239,HUNTERSVILLE,NC,South,59,40
921,28078,2.5,$,69,35.4436431,-80.8789499,Chipotle,0,1752,60107,36.8,95874,42324,2987,1239,HUNTERSVILLE,NC,South,66,54
922,73160,3,$,34,35.3254,-97.4909,Panda Express,1,477,59401,33.8,64306,28629,5016,1339,OKLAHOMA CITY,OK,South,48,44
923,73160,3,$,19,35.3202422,-97.4998816,Chipotle,0,1978,59401,33.8,64306,28629,5016,1339,OKLAHOMA CITY,OK,South,67,44
924,93727,2,$,52,36.7354,-119.7192,Panda Express,1,478,82920,30.2,54491,21894,17907,3148,FRESNO,CA,West,66,58
925,93727,2,,6,36.7388,-119.6997,Panda Express,1,1729,82920,30.2,54491,21894,17907,3148,FRESNO,CA,West,69,60
926,95945,2.5,$,37,39.2339,-121.0366,Panda Express,1,479,25519,50.2,46771,31529,3927,859,GRASS VALLEY,CA,West,59,59
927,91360,2.5,$,26,34.1844,-118.8888,Panda Express,1,480,43342,43.4,95852,41846,3127,1261,THOUSAND OAKS,CA,West,50,74
928,91360,3.5,$,51,34.201,-118.8678,Panda Express,1,2155,43342,43.4,95852,41846,3127,1261,THOUSAND OAKS,CA,West,75,57
929,91360,2.5,$,67,34.1822146,-118.8849829,Chipotle,0,511,43342,43.4,95852,41846,3127,1261,THOUSAND OAKS,CA,West,47,67
930,92672,2.5,$,56,33.443,-117.6139,Panda Express,1,481,34110,45.6,81347,51284,2663,1008,SAN CLEMENTE,CA,West,49,29
931,92505,2.5,$,92,33.9034,-117.4757,Panda Express,1,482,51322,31.7,64505,22465,7539,2190,RIVERSIDE,CA,West,80,70
932,92505,3,$$,363,33.903726,-117.471537,Red Lobster,2,64,51322,31.7,64505,22465,7539,2190,RIVERSIDE,CA,West,64,67
933,32222,,,,30.1962,-81.8264,Panda Express,1,483,9772,37.4,60861,24993,1312,231,JACKSONVILLE,FL,South,58,50
934,32222,2,,11,30.196356,-81.829889,Chipotle,0,762,9772,37.4,60861,24993,1312,231,JACKSONVILLE,FL,South,53,47
935,94560,2.5,$,81,37.5523,-122.0481,Panda Express,1,484,46276,37.5,108181,39107,2249,1014,NEWARK,CA,West,78,55
936,94560,2.5,$,239,37.5511591,-122.0514488,Chipotle,0,267,46276,37.5,108181,39107,2249,1014,NEWARK,CA,West,77,53
937,95125,2.5,$,92,37.3054,-121.8635,Panda Express,1,485,53574,41.9,116708,64401,2915,1555,SAN JOSE,CA,West,71,77
938,86401,2,$,50,35.2216,-114.0354,Panda Express,1,486,25709,44.7,46957,26104,3932,786,KINGMAN,AZ,West,51,50
939,89118,3,$,77,36.0628,-115.2431,Panda Express,1,487,22105,38.3,55444,30107,2670,702,LAS VEGAS,NV,West,52,51
940,60804,3,$,12,41.837,-87.7444,Panda Express,1,488,83147,30,47487,17221,14954,2600,CICERO,IL,Midwest,77,51
941,60804,3,$,12,41.8507962,-87.7439411,Chipotle,0,934,83147,30,47487,17221,14954,2600,CICERO,IL,Midwest,89,55
942,61822,3.5,$,23,40.1459,-88.2585,Panda Express,1,489,25829,39.5,85231,48520,1362,422,CHAMPAIGN,IL,Midwest,61,45
943,61822,3,$$,68,40.138433,-88.25849,Red Lobster,2,214,25829,39.5,85231,48520,1362,422,CHAMPAIGN,IL,Midwest,57,46
944,91770,3,$$,202,34.0495,-118.0823,Panda Express,1,490,63425,41.8,53506,20042,9543,1877,ROSEMEAD,CA,West,42,45
945,91770,4,,29,34.0836,-118.0732,Panda Express,1,1576,63425,41.8,53506,20042,9543,1877,ROSEMEAD,CA,West,89,56
946,91770,5,,88,34.0487,-118.0839,Panda Express,1,2143,63425,41.8,53506,20042,9543,1877,ROSEMEAD,CA,West,45,46
947,91770,2.5,$,254,34.0745892,-118.0722079,Chipotle,0,417,63425,41.8,53506,20042,9543,1877,ROSEMEAD,CA,West,74,52
948,92253,2.5,$,35,33.7063,-116.2715,Panda Express,1,491,40368,47.1,81193,46445,4211,1327,LA QUINTA,CA,West,65,60
949,92253,3,$,106,33.7083539,-116.283399,Chipotle,0,305,40368,47.1,81193,46445,4211,1327,LA QUINTA,CA,West,52,43
950,92394,2,$,29,34.5101,-117.399,Panda Express,1,492,35365,29.1,53636,16621,7997,1756,VICTORVILLE,CA,West,39,39
951,92394,2.5,$,54,34.5211,-117.3234,Panda Express,1,519,35365,29.1,53636,16621,7997,1756,VICTORVILLE,CA,West,51,41
952,22630,3,$,25,38.9667,-78.1906,Panda Express,1,494,32392,40,64421,30051,3658,967,FRONT ROYAL,VA,East,44,36
953,95825,2.5,$,60,38.5921,-121.416,Panda Express,1,495,35825,31.8,37956,24738,11710,2146,SACRAMENTO,CA,West,72,63
954,95825,3,$,186,38.5756165,-121.4033345,Chipotle,0,248,35825,31.8,37956,24738,11710,2146,SACRAMENTO,CA,West,81,75
955,95825,3,$,192,38.5973599,-121.4158702,Chipotle,0,421,35825,31.8,37956,24738,11710,2146,SACRAMENTO,CA,West,80,68
956,95825,3,$$,472,38.591155,-121.414862,Red Lobster,2,66,35825,31.8,37956,24738,11710,2146,SACRAMENTO,CA,West,71,64
957,95926,2,$,91,39.7593,-121.8441,Panda Express,1,496,39012,28.3,45782,27443,10157,1989,CHICO,CA,West,77,76
958,95926,3,$,111,39.7343762,-121.8351502,Chipotle,0,196,39012,28.3,45782,27443,10157,1989,CHICO,CA,West,78,95
959,92054,3.5,$,68,33.2273,-117.3265,Panda Express,1,498,42173,34.3,60017,32014,4649,1463,OCEANSIDE,CA,West,73,50
960,92054,2.5,$,52,33.1989,-117.3746,Panda Express,1,2152,42173,34.3,60017,32014,4649,1463,OCEANSIDE,CA,West,88,63
961,92054,3.5,$,161,33.1818932,-117.3316518,Chipotle,0,368,42173,34.3,60017,32014,4649,1463,OCEANSIDE,CA,West,65,43
962,92054,3.5,$$,340,33.181665,-117.334428,Red Lobster,2,57,42173,34.3,60017,32014,4649,1463,OCEANSIDE,CA,West,63,42
963,80301,2,$$,32,40.0237,-105.2571,Panda Express,1,500,25690,38.1,82522,53220,2341,520,BOULDER,CO,West,71,100
964,80301,3.5,$,79,40.0164091,-105.2578739,Chipotle,0,574,25690,38.1,82522,53220,2341,520,BOULDER,CO,West,84,100
965,66212,3,$,14,38.9647,-94.6696,Panda Express,1,501,32518,38.4,60465,34018,1970,638,OVERLAND PARK,KS,Midwest,75,70
966,66212,3.5,$,33,38.963537,-94.6658409,Chipotle,0,1096,32518,38.4,60465,34018,1970,638,OVERLAND PARK,KS,Midwest,73,63
967,66212,3,$$,79,38.95718,-94.667084,Red Lobster,2,265,32518,38.4,60465,34018,1970,638,OVERLAND PARK,KS,Midwest,61,59
968,32780,2.5,$,25,28.552,-80.8396,Panda Express,1,502,35399,50.2,48531,29338,5033,1307,TITUSVILLE,FL,South,39,42
969,32701,3.5,$,29,28.6627,-81.3832,Panda Express,1,503,21997,41.4,54546,31615,3212,481,ALTAMONTE SPRINGS,FL,South,77,53
970,78748,2.5,$,63,30.1678,-97.7948,Panda Express,1,505,50997,34.6,77700,35891,4220,815,AUSTIN,TX,South,56,57
971,78748,3,$,66,30.1584013,-97.7910949,Chipotle,0,2188,50997,34.6,77700,35891,4220,815,AUSTIN,TX,South,49,44
972,77096,2.5,$,34,29.6869,-95.4579,Panda Express,1,506,33769,37.3,64022,43646,4812,672,HOUSTON,TX,South,60,78
973,85323,2.5,$,39,33.449,-112.3079,Panda Express,1,507,42812,30.2,51339,19153,9141,1177,AVONDALE,AZ,West,38,56
974,85323,2.5,$,33,33.4653,-112.2773,Panda Express,1,2030,42812,30.2,51339,19153,9141,1177,AVONDALE,AZ,West,49,42
975,98125,3,$,60,47.7199,-122.2952,Panda Express,1,510,42475,37.9,64429,40286,5774,1373,SEATTLE,WA,West,90,76
976,98125,3.5,$,200,47.705014,-122.326583,Chipotle,0,2546,42475,37.9,64429,40286,5774,1373,SEATTLE,WA,West,84,80
977,98125,3,$,35,47.721878,-122.2942069,Chipotle,0,2547,42475,37.9,64429,40286,5774,1373,SEATTLE,WA,West,89,79
978,78749,3,$,44,30.2196,-97.8416,Panda Express,1,511,37774,37,98953,48575,1783,1092,AUSTIN,TX,South,43,68
979,90220,2,$,67,33.8788,-118.2182,Panda Express,1,512,53703,31.4,53988,17765,11283,2495,COMPTON,CA,West,61,64
980,90220,2,$,177,33.8765352,-118.2178388,Chipotle,0,120,53703,31.4,53988,17765,11283,2495,COMPTON,CA,West,47,50
981,80206,3,$,14,39.7155,-104.9524,Panda Express,1,513,24527,36.6,73076,67551,1993,491,DENVER,CO,West,82,92
982,80206,3,$,46,39.7283143,-104.9409934,Chipotle,0,549,24527,36.6,73076,67551,1993,491,DENVER,CO,West,77,78
983,80206,2,$,60,39.739955,-104.9572269,Chipotle,0,551,24527,36.6,73076,67551,1993,491,DENVER,CO,West,90,97
984,80206,3,$,37,39.7185599,-104.9495614,Chipotle,0,595,24527,36.6,73076,67551,1993,491,DENVER,CO,West,86,81
985,96815,3,$$,44,21.2786,-157.829,Panda Express,1,514,25268,43.7,61735,45470,3116,566,HONOLULU,HI,West,91,90
986,96815,3,$$,740,21.285613,-157.839143,Red Lobster,2,203,25268,43.7,61735,45470,3116,566,HONOLULU,HI,West,91,68
987,32935,3.5,$,22,28.1235,-80.6721,Panda Express,1,515,41550,42.4,47344,27319,6579,1113,MELBOURNE,FL,South,64,50
988,33912,3,$,32,26.6081,-81.812,Panda Express,1,516,18402,60.4,73271,48971,993,249,FORT MYERS,FL,South,52,55
989,92115,3,$,62,32.7491,-117.072,Panda Express,1,517,65853,28,48442,23780,17048,2574,SAN DIEGO,CA,West,70,40
990,92115,3.5,$,62,32.7612886,-117.066615,Chipotle,0,237,65853,28,48442,23780,17048,2574,SAN DIEGO,CA,West,93,53
991,99336,3,$,25,46.2134,-119.1594,Panda Express,1,518,51998,30.7,45713,21649,11973,1500,KENNEWICK,WA,West,77,50
992,99336,1,$,3,46.2264,-119.228,Panda Express,1,583,51998,30.7,45713,21649,11973,1500,KENNEWICK,WA,West,44,45
993,99336,3,$,63,46.2212003,-119.2231981,Chipotle,0,2529,51998,30.7,45713,21649,11973,1500,KENNEWICK,WA,West,46,42
994,99336,2.5,$$,77,46.222671,-119.222695,Red Lobster,2,676,51998,30.7,45713,21649,11973,1500,KENNEWICK,WA,West,48,43
995,95628,2.5,$,70,38.6647,-121.223,Panda Express,1,520,41121,45.4,81235,44477,3866,999,FAIR OAKS,CA,West,67,57
996,95628,3,$,82,38.6615637,-121.2260549,Chipotle,0,247,41121,45.4,81235,44477,3866,999,FAIR OAKS,CA,West,69,59
997,95821,2.5,$,75,38.6182,-121.3648,Panda Express,1,521,35430,37.8,42290,27120,8526,1481,SACRAMENTO,CA,West,56,68
998,95821,3,$,107,38.6100294,-121.3858099,Chipotle,0,431,35430,37.8,42290,27120,8526,1481,SACRAMENTO,CA,West,69,68
999,92223,2.5,$,70,33.9241,-116.9472,Panda Express,1,522,53914,36.3,73588,28331,6065,1410,BEAUMONT,CA,West,61,45
1000,93257,2.5,$$,37,36.0539,-119.0269,Panda Express,1,523,76923,30.4,41048,17286,22748,3881,PORTERVILLE,CA,West,55,37
1001,93257,2.5,,13,36.0808791,-119.0435775,Chipotle,0,401,76923,30.4,41048,17286,22748,3881,PORTERVILLE,CA,West,71,57
1002,89081,2.5,$,72,36.2402,-115.1191,Panda Express,1,524,36060,29.9,65322,23966,5145,1564,NORTH LAS VEGAS,NV,West,46,52
1003,66208,2.5,$,26,38.9848,-94.6086,Panda Express,1,525,21294,38.4,95610,64796,651,178,PRAIRIE VILLAGE,KS,Midwest,74,46
1004,66208,3,$,17,39.0035781,-94.6300284,Chipotle,0,1087,21294,38.4,95610,64796,651,178,PRAIRIE VILLAGE,KS,Midwest,77,48
1005,83814,2.5,$,24,47.7012,-116.7802,Panda Express,1,526,26607,38.7,50498,32319,3975,861,COEUR D ALENE,ID,West,66,62
1006,93618,2,$,23,36.5457,-119.401,Panda Express,1,527,31230,27.8,42665,16411,7890,1519,DINUBA,CA,West,74,52
1007,98661,1.5,$,24,45.619,-122.6452,Panda Express,1,528,47036,35.1,54964,29098,7462,1963,VANCOUVER,WA,West,49,65
1008,85716,2,$,59,32.222,-110.9163,Panda Express,1,529,30313,37.4,40274,29291,7826,1167,TUCSON,AZ,West,57,89
