Column 1,zip_code,yelp_rating,price_tag,review_count,lat,lng,name,name 2,storeid,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Unemployment,city_name,state_name,state_name 2,Walk Score,Bike Score
4430,12208,4,,6,42.6541015,-73.7732827,Chipotle,0,1586,21896,34.4,62758,36900,3056,546,ALBANY,NY,East,85,68
4431,12205,4,$,52,42.7159981,-73.8100629,Chipotle,0,1587,27212,41.6,69411,33293,1948,513,ALBANY,NY,East,62,44
4432,12205,3,$$,115,42.722455,-73.802478,Red Lobster,2,407,27212,41.6,69411,33293,1948,513,ALBANY,NY,East,40,41
4433,12144,4,$,9,42.6435032,-73.6997009,Chipotle,0,1588,20272,40.4,69025,37018,1860,482,RENSSELAER,NY,East,36,13
4434,12110,3.5,$,54,42.7557324,-73.7760089,Chipotle,0,1589,22041,37.5,79107,32806,1142,585,LATHAM,NY,East,41,42
4435,12304,3,$,22,42.7732494,-73.8939578,Chipotle,0,1590,22833,39.4,49464,27411,2730,861,SCHENECTADY,NY,East,66,43
4436,14228,3,$,102,42.9997195,-78.8194361,Chipotle,0,1591,22103,34.1,54132,32679,4500,428,BUFFALO,NY,East,54,46
4437,11103,1,,4,40.7594259,-73.918436,Chipotle,0,1592,36140,33.8,71437,39470,4324,1531,ASTORIA,NY,East,98,81
4438,11101,2,$$,58,40.7472275,-73.9416488,Chipotle,0,1593,30043,34.1,65392,46327,5497,1323,LONG ISLAND CITY,NY,East,97,84
4439,11372,3,$,61,40.7559426,-73.8802379,Chipotle,0,1594,61844,40.5,56383,30059,7407,1622,JACKSON HEIGHTS,NY,East,96,83
4440,10028,2.5,$,153,40.7777062,-73.9544638,Chipotle,0,1596,47793,38.9,125140,120002,2403,824,NEW YORK,NY,East,100,84
4441,10019,2.5,$,77,40.7636947,-73.9779751,Chipotle,0,1597,43703,39.5,98833,97327,5342,1630,NEW YORK,NY,East,98,86
4442,10019,2.5,$,131,40.7660637,-73.9828994,Chipotle,0,1609,43703,39.5,98833,97327,5342,1630,NEW YORK,NY,East,99,86
4443,10065,2.5,$,73,40.7666384,-73.9625337,Chipotle,0,1599,28109,39.8,127375,129810,1922,453,NEW YORK,NY,East,100,84
4444,10065,2.5,$,34,40.7626377,-73.9661291,Chipotle,0,1600,28109,39.8,127375,129810,1922,453,NEW YORK,NY,East,100,79
4445,10017,2.5,$,36,40.7521702,-73.9740662,Chipotle,0,1604,15801,39.7,127506,111185,975,330,NEW YORK,NY,East,100,80
4446,10016,2.5,$,73,40.7441435,-73.9758717,Chipotle,0,1608,51057,33.5,117004,98378,4816,1330,NEW YORK,NY,East,100,85
4447,10016,3.5,$,109,40.7513599,-73.9807214,Chipotle,0,1610,51057,33.5,117004,98378,4816,1330,NEW YORK,NY,East,99,82
4448,10016,2.5,$,78,40.7454647,-73.9828663,Chipotle,0,1658,51057,33.5,117004,98378,4816,1330,NEW YORK,NY,East,99,84
4449,11706,2.5,$,8,40.7368089,-73.247878,Chipotle,0,1612,68773,35.6,86808,31515,6573,2447,BAY SHORE,NY,East,55,49
4450,11716,3,$,6,40.7638107,-73.0923289,Chipotle,0,1613,9957,41.1,90830,41094,654,208,BOHEMIA,NY,East,36,38
4451,10463,2,$$,56,40.8845662,-73.9004738,Chipotle,0,1614,71360,39.8,58551,34911,11862,2764,BRONX,NY,East,96,78
4452,10458,2,$,57,40.8603549,-73.8905947,Chipotle,0,1615,83960,29,33932,16992,28518,5254,BRONX,NY,East,92,57
4453,10465,2.5,$,52,40.8237069,-73.8382068,Chipotle,0,1616,44205,41.5,74796,34284,5141,1434,BRONX,NY,East,52,54
4454,10451,2,$,23,40.8256972,-73.9193598,Chipotle,0,1617,47798,34.1,28921,20815,16967,1771,BRONX,NY,East,96,77
4455,10475,2,$,6,40.868854,-73.82627,Chipotle,0,1618,43208,45,50832,28976,4411,1452,BRONX,NY,East,83,73
4456,10475,2.5,$$,180,40.869059,-73.826987,Red Lobster,2,403,43208,45,50832,28976,4411,1452,BRONX,NY,East,83,73
4457,10803,2.5,$,31,40.893607,-73.821011,Chipotle,0,1619,12544,39.2,152932,72954,537,314,PELHAM,NY,East,71,52
4458,10461,2.5,,3,40.8414211,-73.8437409,Chipotle,0,1620,50348,37.8,56612,28845,7332,2006,BRONX,NY,East,95,84
4459,10032,2.5,$,115,40.8415008,-73.9398763,Chipotle,0,1621,64264,34.7,50391,25183,14585,3203,NEW YORK,NY,East,99,81
4460,10027,3.5,$,21,40.807282,-73.945075,Chipotle,0,1622,64548,31,46113,32087,16555,1627,NEW YORK,NY,East,99,79
4461,10027,2.5,$$,239,40.810073,-73.950483,Red Lobster,2,421,64548,31,46113,32087,16555,1627,NEW YORK,NY,East,99,80
4462,11205,2.5,$,40,40.6930231,-73.9702073,Chipotle,0,1626,46064,29.8,56708,31851,12957,1969,BROOKLYN,NY,East,99,97
4463,11238,2,$,46,40.6772251,-73.972194,Chipotle,0,1627,54540,35.8,85407,53712,7014,2046,BROOKLYN,NY,East,99,93
4464,11215,2,$,37,40.6711798,-73.9777127,Chipotle,0,1629,70156,36,123583,70556,4957,1700,BROOKLYN,NY,East,98,94
4465,11229,3,$,49,40.6084988,-73.9593561,Chipotle,0,1633,83615,40.8,60873,31040,12184,2485,BROOKLYN,NY,East,94,62
4466,11214,1.5,$,58,40.5833025,-73.9867755,Chipotle,0,1635,92946,39.6,54041,25960,16168,2836,BROOKLYN,NY,East,81,66
4467,11206,2.5,,9,40.7000298,-73.9409675,Chipotle,0,1636,88349,29.3,36404,22147,32154,3857,BROOKLYN,NY,East,97,77
4468,11234,2,$,36,40.6098192,-73.9216133,Chipotle,0,1637,95666,40.3,81399,34686,7639,3438,BROOKLYN,NY,East,79,70
4469,11234,2,$,23,40.6264052,-73.9169756,Chipotle,0,1638,95666,40.3,81399,34686,7639,3438,BROOKLYN,NY,East,85,61
4470,14225,3,$,69,42.9075376,-78.7742378,Chipotle,0,1639,33328,39,49516,28598,3456,994,BUFFALO,NY,East,53,43
4471,14223,3.5,$,64,42.9801575,-78.8693014,Chipotle,0,1640,22499,41.5,63629,33537,1593,372,BUFFALO,NY,East,73,54
4472,14219,2.5,$,52,42.7893826,-78.8149751,Chipotle,0,1641,12092,41.1,51998,28828,1865,407,BUFFALO,NY,East,45,42
4473,14219,3,$$,36,42.788019,-78.808799,Red Lobster,2,405,12092,41.1,51998,28828,1865,407,BUFFALO,NY,East,46,42
4474,14221,3,$,58,42.9856499,-78.6975413,Chipotle,0,1642,54081,47.7,81106,46992,3390,659,BUFFALO,NY,East,63,46
4475,14221,3.5,$$,38,42.973719,-78.697493,Red Lobster,2,437,54081,47.7,81106,46992,3390,659,BUFFALO,NY,East,47,44
4476,11514,3.5,$,118,40.743557,-73.6180387,Chipotle,0,1643,4597,42,89074,42889,226,186,CARLE PLACE,NY,East,84,51
4477,11514,3,$$,194,40.74403,-73.613392,Red Lobster,2,406,4597,42,89074,42889,226,186,CARLE PLACE,NY,East,80,51
4478,10917,2,$,29,41.3169256,-74.1259455,Chipotle,0,1644,1855,36,109750,43849,137,105,CENTRAL VALLEY,NY,East,38,39
4479,13039,1.5,,2,43.1550518,-76.1222756,Chipotle,0,1645,16837,42.5,90940,39746,729,415,CICERO,NY,East,43,41
4480,13090,3,$,17,43.1838079,-76.2467399,Chipotle,0,1646,29758,38.3,74396,36362,2566,689,LIVERPOOL,NY,East,46,46
4481,13090,3.5,$$,21,43.184833,-76.23945,Red Lobster,2,415,29758,38.3,74396,36362,2566,689,LIVERPOOL,NY,East,55,50
4482,12065,3.5,$,31,42.8601823,-73.7803062,Chipotle,0,1647,42868,41,90544,44737,1932,617,CLIFTON PARK,NY,East,62,45
4483,11725,3.5,,4,40.8072423,-73.2938459,Chipotle,0,1648,29578,46.8,128369,52590,1149,582,COMMACK,NY,East,42,41
4484,11729,3,$$,74,40.7646344,-73.3065845,Chipotle,0,1649,27419,40.3,89858,36026,2001,939,DEER PARK,NY,East,46,42
4485,11729,3,,31,40.7622743,-73.3038236,Red Lobster,2,409,27419,40.3,89858,36026,2001,939,DEER PARK,NY,East,53,44
4486,10522,2,$,50,41.002019,-73.8574607,Chipotle,0,1650,11027,39.3,138477,69859,335,304,DOBBS FERRY,NY,East,22,60
4487,11554,2.5,$,21,40.7245226,-73.5505444,Chipotle,0,1651,37358,41.9,105192,41854,1579,924,EAST MEADOW,NY,East,82,50
4488,11731,3.5,,9,40.8390989,-73.3152325,Chipotle,0,1652,30357,44.1,117068,45905,1024,725,EAST NORTHPORT,NY,East,68,50
4489,11731,3.5,,9,40.8797222,-73.3258333,Chipotle,0,1654,30357,44.1,117068,45905,1024,725,EAST NORTHPORT,NY,East,63,48
4490,11747,2.5,$,98,40.8148082,-73.4109988,Chipotle,0,1653,18922,49.3,122964,63700,624,376,MELVILLE,NY,East,60,47
4491,11788,3,$,90,40.807172,-73.2377795,Chipotle,0,1655,16228,43,109036,44266,581,296,HAUPPAUGE,NY,East,48,42
4492,11788,2,$,22,40.8280799,-73.2013814,Chipotle,0,1666,16228,43,109036,44266,581,296,HAUPPAUGE,NY,East,54,67
4493,11374,2,$,32,40.7332441,-73.8638964,Chipotle,0,1656,42653,43.8,63161,37825,5662,1025,REGO PARK,NY,East,96,78
4494,10018,3,$,89,40.7531443,-73.9888012,Chipotle,0,1659,9687,32.8,108914,86150,1490,253,NEW YORK,NY,East,98,87
4495,11003,3,$,20,40.7075953,-73.7023548,Chipotle,0,1660,45263,38.7,97338,31754,3093,1314,ELMONT,NY,East,79,51
4496,11735,3,$,103,40.726704,-73.4232535,Chipotle,0,1661,33454,41.3,105454,43661,1715,636,FARMINGDALE,NY,East,43,47
4497,12524,2.5,$,29,41.5274738,-73.8929756,Chipotle,0,1662,15964,43.7,81616,37877,1225,296,FISHKILL,NY,East,41,53
4498,11530,3.5,$,32,40.7381975,-73.6143576,Chipotle,0,1663,28454,42.2,160598,70809,756,574,GARDEN CITY,NY,East,57,45
4499,11021,2.5,$,105,40.7854684,-73.7273857,Chipotle,0,1664,18185,46.8,99170,66494,1451,351,GREAT NECK,NY,East,95,50
4500,11362,2.5,$,90,40.7652709,-73.7253672,Chipotle,0,1665,18721,49.4,89185,41235,1113,393,LITTLE NECK,NY,East,79,50
4501,11801,3,$,138,40.7743997,-73.5276473,Chipotle,0,1667,40340,43.9,106151,40236,1892,837,HICKSVILLE,NY,East,79,54
4502,11801,3,$$,138,40.777092,-73.52772,Red Lobster,2,411,40340,43.9,106151,40236,1892,837,HICKSVILLE,NY,East,81,52
4503,11414,2,$,47,40.6570665,-73.8398106,Chipotle,0,1668,29219,45,71648,37839,3370,813,HOWARD BEACH,NY,East,90,66
4504,14850,2,$,97,42.4301479,-76.508228,Chipotle,0,1669,64484,27.2,53239,31329,13930,1474,ITHACA,NY,East,72,81
4505,12401,3.5,$,36,41.9664804,-73.9900046,Chipotle,0,1671,35339,41,52784,30045,5922,1556,KINGSTON,NY,East,52,40
4506,12401,2.5,$$,24,41.960867,-73.98976,Red Lobster,2,413,35339,41,52784,30045,5922,1556,KINGSTON,NY,East,59,44
4507,11755,2.5,$,30,40.8700624,-73.128329,Chipotle,0,1672,12510,40.8,109490,47443,600,199,LAKE GROVE,NY,East,62,47
4508,11779,2.5,$,30,40.8322304,-73.0891361,Chipotle,0,1673,38063,40.2,93777,36063,2531,1120,RONKONKOMA,NY,East,72,45
4509,11779,2.5,$,30,40.8310417,-73.0874249,Chipotle,0,1677,38063,40.2,93777,36063,2531,1120,RONKONKOMA,NY,East,68,45
4510,11779,3,$$,87,40.813145,-73.100804,Red Lobster,2,427,38063,40.2,93777,36063,2531,1120,RONKONKOMA,NY,East,36,38
4511,11772,2.5,$,27,40.7787297,-73.0330765,Chipotle,0,1674,45964,39.4,75856,36226,4244,1350,PATCHOGUE,NY,East,68,55
4512,11784,2.5,$,63,40.8682265,-73.0247314,Chipotle,0,1675,24992,38.3,91162,32922,1431,780,SELDEN,NY,East,64,47
4513,11776,1.5,$,9,40.9196375,-73.041781,Chipotle,0,1676,24666,41.8,100350,38845,2039,593,PORT JEFFERSON STATION,NY,East,59,46
4514,11559,3,$,56,40.6274013,-73.7375459,Chipotle,0,1678,8181,42.4,108750,74000,315,48,LAWRENCE,NY,East,79,56
4515,11581,2.5,$$,66,40.6619293,-73.7199655,Chipotle,0,1679,21275,38.6,108800,43534,602,566,VALLEY STREAM,NY,East,58,45
4516,11581,2,$$,211,40.665243,-73.722146,Red Lobster,2,424,21275,38.6,108800,43534,602,566,VALLEY STREAM,NY,East,78,47
4517,11572,2.5,$,49,40.6345101,-73.6396923,Chipotle,0,1680,29846,42.7,115096,47710,1575,834,OCEANSIDE,NY,East,79,51
4518,11756,2.5,$,43,40.7259923,-73.5008155,Chipotle,0,1681,43099,41.7,120805,41195,1918,1190,LEVITTOWN,NY,East,79,50
4519,11566,3,$,52,40.6556327,-73.5496978,Chipotle,0,1682,33401,43.1,149367,58168,861,736,MERRICK,NY,East,80,54
4520,10940,2.5,$,64,41.453432,-74.3809266,Chipotle,0,1683,49068,38.5,61367,30419,7362,959,MIDDLETOWN,NY,East,44,40
4521,10940,3.5,$$,58,41.455097,-74.382048,Red Lobster,2,416,49068,38.5,61367,30419,7362,959,MIDDLETOWN,NY,East,50,37
4522,11501,3,$,102,40.7447711,-73.6559771,Chipotle,0,1684,19393,41.3,96079,46431,825,233,MINEOLA,NY,East,87,50
4523,10547,5,,1,41.3131747,-73.8681562,Chipotle,0,1685,7737,42.2,117721,38797,381,238,MOHEGAN LAKE,NY,East,55,43
4524,10547,5,,1,41.3100432,-73.8719862,Chipotle,0,1686,7737,42.2,117721,38797,381,238,MOHEGAN LAKE,NY,East,54,44
4525,10994,3,$,40,41.0979087,-73.9578179,Chipotle,0,1687,7326,48.9,148342,58201,244,65,WEST NYACK,NY,East,48,36
4526,10549,1.5,,13,41.2150136,-73.7205247,Chipotle,0,1688,16465,43.7,109450,61165,1053,387,MOUNT KISCO,NY,East,73,26
4527,13413,3,$,23,43.0954075,-75.3057106,Chipotle,0,1689,16382,47.8,72576,40239,721,245,NEW HARTFORD,NY,East,43,43
4528,13413,3.5,$$,27,43.08619,-75.316568,Red Lobster,2,418,16382,47.8,72576,40239,721,245,NEW HARTFORD,NY,East,48,38
4529,11040,3,$,114,40.7580426,-73.6892544,Chipotle,0,1690,41877,43.8,124378,47398,1299,661,NEW HYDE PARK,NY,East,74,50
4530,10012,2,$,59,40.7260907,-73.9965334,Chipotle,0,1693,23411,33.9,109037,90389,2591,523,NEW YORK,NY,East,100,95
4531,10012,2.5,$,96,40.7226695,-73.9975231,Chipotle,0,1694,23411,33.9,109037,90389,2591,523,NEW YORK,NY,East,100,95
4532,10012,3,$$,631,40.7221127,-73.9975893,Red Lobster,2,426,23411,33.9,109037,90389,2591,523,NEW YORK,NY,East,100,95
4533,14304,3,$,33,43.0969032,-78.9738563,Chipotle,0,1695,29375,44.6,53797,30319,2965,584,NIAGARA FALLS,NY,East,52,45
4534,12901,3,$,14,44.6944161,-73.486791,Chipotle,0,1696,32846,35.1,48883,26410,6067,705,PLATTSBURGH,NY,East,35,57
4535,12804,4,$,8,43.3327181,-73.6753997,Chipotle,0,1697,26272,45.9,74272,37286,2175,443,QUEENSBURY,NY,East,45,37
4536,12804,3,$$,30,43.329415,-73.670144,Red Lobster,2,429,26272,45.9,74272,37286,2175,443,QUEENSBURY,NY,East,51,43
4537,11901,3,$,30,40.9255594,-72.6921171,Chipotle,0,1698,27486,43.1,63461,32882,3346,484,RIVERHEAD,NY,East,50,38
4538,14620,3,$,65,43.1234282,-77.6178115,Chipotle,0,1699,24542,31.7,44167,30899,4992,966,ROCHESTER,NY,East,78,86
4539,14621,3,$,16,43.198635,-77.577522,Chipotle,0,1700,33264,32.9,26506,15339,13358,2358,ROCHESTER,NY,East,63,47
4540,14615,2.5,$,43,43.2064842,-77.6783913,Chipotle,0,1701,16613,35.8,39995,23168,3605,759,ROCHESTER,NY,East,46,37
4541,14615,2.5,$$,50,43.205005,-77.667998,Red Lobster,2,430,16613,35.8,39995,23168,3605,759,ROCHESTER,NY,East,43,40
4542,14623,4,$,50,43.0875383,-77.6253022,Chipotle,0,1702,25917,27.1,50199,23723,4356,921,ROCHESTER,NY,East,50,43
4543,14623,2,$$,85,43.086514,-77.62513,Red Lobster,2,431,25917,27.1,50199,23723,4356,921,ROCHESTER,NY,East,49,43
4544,14618,3,$,34,43.1013363,-77.53904,Chipotle,0,1703,22602,39.9,98254,48382,1416,415,ROCHESTER,NY,East,49,45
4545,14580,4.5,$,13,43.2139142,-77.4488155,Chipotle,0,1704,52587,45.2,80596,39421,2438,754,WEBSTER,NY,East,42,53
4546,10573,2.5,$,120,41.0035722,-73.6832807,Chipotle,0,1705,38861,38.7,82150,41276,3856,1509,PORT CHESTER,NY,East,81,47
4547,12866,3.5,$,52,43.1038643,-73.741246,Chipotle,0,1706,39178,43.4,80151,50457,1796,1051,SARATOGA SPRINGS,NY,East,54,44
4548,10314,3.5,$,16,40.5811998,-74.164767,Chipotle,0,1707,90761,40.8,86742,36201,8558,1961,STATEN ISLAND,NY,East,70,61
4549,10306,2,$,50,40.5678977,-74.1114701,Chipotle,0,1708,53142,43.9,79569,36961,5191,1137,STATEN ISLAND,NY,East,90,58
4550,11791,3.5,$,69,40.809898,-73.500505,Chipotle,0,1709,26121,42.9,168902,75291,987,381,SYOSSET,NY,East,71,51
4551,11791,3.5,$,69,40.8267417,-73.5018431,Chipotle,0,1710,26121,42.9,168902,75291,987,381,SYOSSET,NY,East,54,55
4552,13210,3,$,48,43.0418336,-76.1358542,Chipotle,0,1711,28234,21.4,29100,18301,7906,1354,SYRACUSE,NY,East,81,66
4553,13214,3,$,43,43.0428758,-76.068492,Chipotle,0,1712,8685,35,75809,32708,741,204,SYRACUSE,NY,East,63,51
4554,13219,3,$,15,43.0477861,-76.2372807,Chipotle,0,1713,14781,44.3,62119,33247,1164,339,SYRACUSE,NY,East,69,41
4555,11553,3.5,$,79,40.7179658,-73.5921438,Chipotle,0,1714,25869,34.7,73424,23799,2864,648,UNIONDALE,NY,East,53,69
4556,13850,2,$,36,42.0927882,-75.9527879,Chipotle,0,1715,22186,42,65030,36028,2952,399,VESTAL,NY,East,44,47
4557,13850,3.5,$$,35,42.091542,-76.029668,Red Lobster,2,435,22186,42,65030,36028,2952,399,VESTAL,NY,East,36,23
4558,14564,3.5,$,21,43.0209515,-77.4393727,Chipotle,0,1716,15127,43.5,96798,54053,329,162,VICTOR,NY,East,34,29
4559,11793,2.5,$,32,40.6937164,-73.5089548,Chipotle,0,1717,31238,42.6,130957,51845,868,701,WANTAGH,NY,East,75,50
4560,13601,3.5,$,47,43.9779077,-75.9460214,Chipotle,0,1718,37624,32.4,46683,25777,7545,1005,WATERTOWN,NY,East,51,41
4561,13601,3.5,$$,31,43.975016,-75.956795,Red Lobster,2,436,37624,32.4,46683,25777,7545,1005,WATERTOWN,NY,East,47,40
4562,10601,2,$,86,41.0332273,-73.7643937,Chipotle,0,1719,11612,39.3,65435,58095,2180,442,WHITE PLAINS,NY,East,96,49
4563,10607,2.5,$,18,41.0425619,-73.7995151,Chipotle,0,1720,7194,42.7,132141,51890,282,121,WHITE PLAINS,NY,East,77,50
4564,27523,2.5,$,35,35.7464199,-78.8294847,Chipotle,0,1721,11629,39.3,102368,43557,685,427,APEX,NC,South,49,37
4565,27511,3,$,72,35.7652274,-78.783899,Chipotle,0,1723,34525,40.5,74339,39280,3653,639,CARY,NC,South,67,59
4566,28806,3,$,14,35.587011,-82.5875551,Chipotle,0,1724,42650,37.3,46726,27498,6165,863,ASHEVILLE,NC,South,64,35
4567,28803,3,$,51,35.5046081,-82.5239303,Chipotle,0,1725,33756,42,50475,38897,3072,516,ASHEVILLE,NC,South,67,37
4568,28607,3,$,19,36.1992685,-81.6579681,Chipotle,0,1726,35523,23.8,41143,22369,10533,1664,BOONE,NC,South,75,63
4569,27215,2.5,,10,36.0735942,-79.4923027,Chipotle,0,1727,41204,42.6,47420,31794,6435,1202,BURLINGTON,NC,South,53,39
4570,27215,2.5,$$,27,36.0675054,-79.5176174,Red Lobster,2,439,41204,42.6,47420,31794,6435,1202,BURLINGTON,NC,South,36,37
4571,27518,2.5,$,41,35.7603261,-78.7409518,Chipotle,0,1728,20875,44,106833,55762,918,492,CARY,NC,South,50,43
4572,27518,3,$$,100,35.760887,-78.743214,Red Lobster,2,440,20875,44,106833,55762,918,492,CARY,NC,South,47,41
4573,27560,2.5,$,68,35.8069929,-78.8151606,Chipotle,0,1729,32801,33.2,93440,43762,2020,809,MORRISVILLE,NC,South,62,60
4574,27703,2.5,$,24,35.876706,-78.8506421,Chipotle,0,1730,51163,35.1,60438,30233,7943,1621,DURHAM,NC,South,32,36
4575,27516,3.5,$,63,35.9113793,-79.0595824,Chipotle,0,1731,41551,36.5,85615,46577,5747,794,CHAPEL HILL,NC,South,78,87
4576,27514,2,$,20,35.9361984,-79.0239903,Chipotle,0,1732,32304,24.2,70849,38059,3901,513,CHAPEL HILL,NC,South,71,73
4577,27707,2.5,$,33,35.9530727,-78.9922404,Chipotle,0,1733,51168,33.8,51851,33617,8112,1267,DURHAM,NC,South,55,40
4578,27707,2.5,$$,91,35.964486,-78.972943,Red Lobster,2,442,51168,33.8,51851,33617,8112,1267,DURHAM,NC,South,49,46
4579,27705,3,$,76,36.0091029,-78.9447203,Chipotle,0,1734,49019,32.4,52256,35610,7336,1487,DURHAM,NC,South,59,41
4580,27713,2.5,$,50,35.9049326,-78.9424584,Chipotle,0,1735,54621,35,74077,40069,6305,1436,DURHAM,NC,South,53,56
4581,28262,2.5,$,95,35.3132841,-80.7432023,Chipotle,0,1736,43046,27.3,53261,25578,7613,1375,CHARLOTTE,NC,South,67,49
4582,28262,2,$,24,35.2905933,-80.7660783,Chipotle,0,1743,43046,27.3,53261,25578,7613,1375,CHARLOTTE,NC,South,29,38
4583,28204,3,$,86,35.213696,-80.833365,Chipotle,0,1737,6725,31.6,61700,51451,1148,202,CHARLOTTE,NC,South,87,74
4584,28203,3,$,135,35.207429,-80.8602747,Chipotle,0,1738,15946,30.9,81094,63177,2313,421,CHARLOTTE,NC,South,87,57
4585,28217,2.5,$,19,35.1814993,-80.9155967,Chipotle,0,1739,29410,30.8,49230,23463,6806,1292,CHARLOTTE,NC,South,18,12
4586,28211,3,$,63,35.1709934,-80.8073906,Chipotle,0,1740,30789,39.8,84366,68244,3507,896,CHARLOTTE,NC,South,51,33
4587,28211,2.5,$,49,35.1522311,-80.8318968,Chipotle,0,1741,30789,39.8,84366,68244,3507,896,CHARLOTTE,NC,South,62,53
4588,28273,3,$,35,35.139219,-80.9355054,Chipotle,0,1742,39483,33.4,63687,29482,3705,1539,CHARLOTTE,NC,South,57,41
4589,28226,3,$,76,35.0881694,-80.8509865,Chipotle,0,1744,39631,41.3,94492,57093,2604,855,CHARLOTTE,NC,South,69,61
4590,28216,3,$,44,35.348798,-80.8577552,Chipotle,0,1745,51116,35.2,48647,26775,7238,2533,CHARLOTTE,NC,South,56,51
4591,28277,2,$,56,35.0612666,-80.8144415,Chipotle,0,1746,71605,38.8,105885,51740,2660,1595,CHARLOTTE,NC,South,59,42
4592,28277,2.5,$,30,35.0525332,-80.7683994,Chipotle,0,1747,71605,38.8,105885,51740,2660,1595,CHARLOTTE,NC,South,50,40
4593,28105,2.5,$,76,35.1246757,-80.7081917,Chipotle,0,1748,45786,40.5,75329,37848,3056,769,MATTHEWS,NC,South,54,39
4594,28105,3,$$,97,35.133645,-80.713401,Red Lobster,2,449,45786,40.5,75329,37848,3056,769,MATTHEWS,NC,South,47,36
4595,28027,2,$,31,35.3710639,-80.7228633,Chipotle,0,1749,63423,38,71067,33807,4694,1668,CONCORD,NC,South,51,43
4596,28027,2.5,$$,121,35.370765,-80.715896,Red Lobster,2,441,63423,38,71067,33807,4694,1668,CONCORD,NC,South,47,43
4597,28134,3.5,$,10,35.0823415,-80.877277,Chipotle,0,1750,11049,37.9,57047,31731,1201,231,PINEVILLE,NC,South,44,39
4598,28134,2.5,$$,106,35.086714,-80.877034,Red Lobster,2,450,11049,37.9,57047,31731,1201,231,PINEVILLE,NC,South,54,42
4599,28202,3.5,,4,35.2253511,-80.8461491,Chipotle,0,1751,12745,30.9,90972,71829,1354,234,CHARLOTTE,NC,South,93,57
4600,28025,2.5,$,42,35.4379609,-80.6055451,Chipotle,0,1753,54829,38.2,54774,26878,8376,1809,CONCORD,NC,South,59,45
4601,28056,2.5,$$,36,35.2601645,-81.1331134,Chipotle,0,1754,34401,42.5,63563,32429,4085,885,GASTONIA,NC,South,48,35
4602,28110,3,$,12,35.009473,-80.5640261,Chipotle,0,1755,53520,35.4,57969,25026,7503,1586,MONROE,NC,South,49,42
4603,27704,2.5,$,13,36.040866,-78.8990058,Chipotle,0,1756,39281,34,46720,21910,8620,1190,DURHAM,NC,South,55,49
4604,27612,3,$,78,35.8603154,-78.7077145,Chipotle,0,1757,38748,37.4,76765,48078,3218,790,RALEIGH,NC,South,75,47
4605,27607,4,$,48,35.7876591,-78.66679,Chipotle,0,1758,29536,24.4,77092,35181,2870,345,RALEIGH,NC,South,83,79
4606,28314,2.5,$,105,35.0685244,-78.9671438,Chipotle,0,1759,58110,29.7,47873,24337,9818,2477,FAYETTEVILLE,NC,South,47,42
4607,28311,3,$,18,35.125988,-78.8799532,Chipotle,0,1760,35641,32.8,47534,26303,5681,1285,FAYETTEVILLE,NC,South,50,50
4608,27526,2.5,$,27,35.5927126,-78.7743303,Chipotle,0,1761,47425,37.7,76880,32402,4218,978,FUQUAY VARINA,NC,South,55,47
4609,27529,3,$,21,35.6973067,-78.5849943,Chipotle,0,1762,48833,37,60801,30214,5650,1501,GARNER,NC,South,36,33
4610,27534,2.5,$,18,35.3748956,-77.945578,Chipotle,0,1763,32233,38.3,48270,26663,3971,1236,GOLDSBORO,NC,South,57,44
4611,27408,3,$,45,36.0913086,-79.8142686,Chipotle,0,1764,18090,43.7,63965,52774,1797,271,GREENSBORO,NC,South,53,44
4612,27403,3.5,$,16,36.067479,-79.8053229,Chipotle,0,1765,22569,25.7,45566,24022,5026,867,GREENSBORO,NC,South,83,67
4613,27265,3,$,12,36.0326301,-79.9584,Chipotle,0,1767,50139,39.2,60518,32494,4609,1457,HIGH POINT,NC,South,56,36
4614,27262,3.5,$,13,35.9854418,-80.0252303,Chipotle,0,1768,24379,34.7,39276,25674,5009,842,HIGH POINT,NC,South,67,49
4615,28602,2.5,$,29,35.7073521,-81.3082489,Chipotle,0,1770,29105,39.2,47493,23994,4340,1241,HICKORY,NC,South,48,46
4616,28602,3,$$,32,35.706875,-81.307223,Red Lobster,2,447,29105,39.2,47493,23994,4340,1241,HICKORY,NC,South,48,46
4617,27284,3.5,$,14,36.1083498,-80.097596,Chipotle,0,1772,54413,42.7,61071,31974,6184,1071,KERNERSVILLE,NC,South,60,37
4618,28117,2.5,$,63,35.5954159,-80.875681,Chipotle,0,1773,39278,41.8,85591,50193,2376,952,MOORESVILLE,NC,South,54,23
4619,28562,4,$,12,35.102863,-77.085504,Chipotle,0,1774,38598,41.8,57592,35027,3744,1019,NEW BERN,NC,South,48,41
4620,27616,2.5,$,37,35.8681955,-78.5834613,Chipotle,0,1776,53364,33.3,68084,28398,6027,1809,RALEIGH,NC,South,48,35
4621,27615,3,$,49,35.9019016,-78.6548966,Chipotle,0,1778,43461,43.2,82214,50969,2412,961,RALEIGH,NC,South,67,50
4622,27587,2,$,14,35.9661297,-78.5439532,Chipotle,0,1779,66583,38.1,92878,40885,3624,1504,WAKE FOREST,NC,South,40,27
4623,28144,3.5,$,3,35.6523765,-80.4567311,Chipotle,0,1780,25158,38,43136,25171,4766,1327,SALISBURY,NC,South,57,40
