,Address,Zip Code,Latitude,Longitude,yelp_rating,price_tag,review_count,business_name
427,"2255 South Rd, Poughkeepsie, NY 12601",12601,41.643384999999995,-73.92191,3.0,$$,47.0,red-lobster-poughkeepsie
428,"750 Upper, Glen St, Queensbury, NY 12804",12804,43.329415000000004,-73.670144,3.0,$$,30.0,red-lobster-queensbury
429,"1515 W Ridge Rd, Rochester, NY 14615",14615,43.205005,-77.667998,2.5,$$,50.0,red-lobster-rochester-2
430,"655 Jefferson Rd, Rochester, NY 14623",14623,43.086514,-77.62513,2.0,$$,85.0,red-lobster-rochester-7
431,"2220 Nesconset Hwy, Stony Brook, NY 11790",11790,40.873638,-73.124599,3.0,$$,80.0,red-lobster-stony-brook
432,"2965 Erie Blvd E, Syracuse, NY 13224",13224,43.055909,-76.087312,2.0,$$,52.0,red-lobster-syracuse
433,"213 Village Dr, Syracuse, NY 13206",13206,43.0730549,-76.1178236,2.0,$$,52.0,red-lobster-syracuse
434,"1200 Vestal Pkwy E, Vestal, NY 13850",13850,42.091542,-76.029668,3.5,$$,35.0,red-lobster-vestal
435,"20831 NY-3, Watertown, NY 13601",13601,43.975016,-75.956795,3.5,$$,31.0,red-lobster-watertown
436,"7540 Transit Rd, Williamsville, NY 14221",14221,42.973719,-78.69749300000001,3.5,$$,38.0,red-lobster-williamsville-2
437,"139 Tunnel Rd, Asheville, NC 28805",28805,35.591838,-82.53093299999999,3.0,$$,43.0,red-lobster-asheville
438,"1726 Glidewell Dr, Burlington, NC 27215",27215,36.0675054,-79.5176174,2.5,$$,27.0,red-lobster-burlington-2
439,"1805 Walnut St, Cary, NC 27518",27518,35.760887,-78.743214,3.0,$$,100.0,red-lobster-cary
440,"8012 Concord Mills Boulevard, Concord, NC 28027",28027,35.370765000000006,-80.715896,2.5,$$,121.0,red-lobster-concord
441,"4416 Durham-Chapel Hill Blvd, Durham, NC 27707",27707,35.964486,-78.972943,2.5,$$,91.0,red-lobster-durham
442,"533 N McPherson Church Rd, Fayetteville, NC 28303",28303,35.077071000000004,-78.95517,2.5,$$,81.0,red-lobster-fayetteville
443,"200 N New Hope Rd, Gastonia, NC 28054",28054,35.264737,-81.150891,3.0,$$,37.0,red-lobster-gastonia
444,"4415 W Wendover Ave, Greensboro, NC 27407",27407,36.055021,-79.897312,3.0,$$,85.0,red-lobster-greensboro
445,"3501 S Memorial Dr, Greenville, NC 27834",27834,35.567328,-77.40259499999999,3.5,$$,22.0,red-lobster-greenville
446,"1846 US-70 SE, Hickory, NC 28602",28602,35.706875,-81.307223,3.0,$$,32.0,red-lobster-hickory
447,"304 A Western Blvd, Jacksonville, NC 28546",28546,34.760056,-77.381355,2.5,$$,52.0,red-lobster-jacksonville-5
448,"9801 Independence Pointe Pkwy, Matthews, NC 28105",28105,35.133645,-80.713401,3.0,$$,97.0,red-lobster-matthews
449,"9415 Pineville-Matthews Rd, Pineville, NC 28134",28134,35.086714,-80.877034,2.5,$$,106.0,red-lobster-pineville
450,"4408 Old Wake Forest Rd, Raleigh, NC 27609",27609,35.841141,-78.610722,3.0,$$,112.0,red-lobster-raleigh
451,"1010 N Wesleyan Blvd, Rocky Mount, NC 27804",27804,35.970805,-77.810263,2.5,$$,22.0,red-lobster-rocky-mount
452,"1145 Glenway Dr, Statesville, NC 28625",28625,35.809267,-80.868865,3.5,$$,32.0,red-lobster-statesville
453,"1690 Westbrook Plaza Dr, Winston-Salem, NC 27103",27103,36.068571,-80.305964,2.5,$$,40.0,red-lobster-winston-salem
454,"1130 E Century Ave, Bismarck, ND 58503",58503,46.838501,-100.773843,3.5,$$,27.0,red-lobster-bismarck
455,"3901 Medina Rd, Akron, OH 44333",44333,41.136396000000005,-81.64032900000001,2.5,$$,32.0,red-lobster-akron
456,"3013 N Ridge Rd E, Ashtabula, OH 44004",44004,41.877819,-80.757052,3.0,$$$,10.0,red-lobster-ashtabula
457,"3655 Orange Pl, Beachwood, OH 44122",44122,41.459639,-81.487483,2.5,$$,73.0,red-lobster-beachwood
458,"2803 N Fairfield Rd, Beavercreek, OH 45431",45431,39.771364,-84.052727,3.0,$$,33.0,red-lobster-beavercreek
459,"4600 Belden Village St NW, Canton, OH 44718",44718,40.856068,-81.433846,3.0,$$,28.0,red-lobster-canton-2
460,"1079 N Bridge St, Chillicothe, OH 45601",45601,39.359103000000005,-82.975693,3.5,$$,14.0,red-lobster-chillicothe
461,"320 Cincinnati Mills Dr, Cincinnati, OH 45240",45240,39.302603000000005,-84.522908,3.0,$$,56.0,red-lobster-cincinnati
462,"616 Ohio Pike, Cincinnati, OH 45245",45245,39.066047,-84.294467,3.0,$$,31.0,red-lobster-cincinnati-3
463,"8220 Montgomery Rd, Cincinnati, OH 45236",45236,39.205548,-84.366475,2.5,$$,76.0,red-lobster-cincinnati-4
464,"3564 Springdale Rd, Cincinnati, OH 45251",45251,39.249607,-84.595955,2.5,$$,40.0,red-lobster-cincinnati-2
465,"1520 Georgesville Rd, Columbus, OH 43228",43228,39.920333,-83.12517700000001,3.0,$$,56.0,red-lobster-columbus-7
466,"2147 S Hamilton Rd, Columbus, OH 43232",43232,39.930821,-82.880071,2.5,$$,49.0,red-lobster-columbus-5
467,"1270 Polaris Pkwy, Columbus, OH 43240",43240,40.142168,-82.985486,3.5,$$,63.0,red-lobster-columbus-4
468,"1691 E Dublin Granville Rd, Columbus, OH 43229",43229,40.086346999999996,-82.972826,2.0,$$,45.0,red-lobster-columbus-2
469,"6091 Sawmill Rd, Dublin, OH 43017",43017,40.0902652,-83.0922592,2.5,$$,77.0,red-lobster-dublin-4
470,"1090 Graham Rd, Cuyahoga Falls, OH 44224",44224,41.162537,-81.474183,3.0,$$,43.0,red-lobster-cuyahoga-falls
471,"6500 Miller Ln, Dayton, OH 45414",45414,39.842560999999996,-84.191586,3.0,$$,28.0,red-lobster-dayton
472,"8200 N Springboro Pike, Miamisburg, OH 45342",45342,39.6314871,-84.22500140000001,3.0,$$,40.0,red-lobster-miamisburg
473,"6935 Midway Mall, Elyria, OH 44035",44035,41.3983352,-82.1151784,3.0,$$,27.0,red-lobster-elyria
474,"17227 Southpark Center, Strongsville, OH 44136",44136,41.311557,-81.82099699999999,3.0,$$,29.0,red-lobster-strongsville
475,"2340 Tiffin Ave, Findlay, OH 45840",45840,41.056028999999995,-83.596413,4.5,$$,16.0,red-lobster-findlay
476,"909 Hebron Rd, Heath, OH 43056",43056,40.026868,-82.44703299999999,4.0,$$,18.0,red-lobster-heath
477,"1515 River Valley Cir N, Lancaster, OH 43130",43130,39.732411,-82.62441700000001,3.0,$$,23.0,red-lobster-lancaster-2
478,"2150 Harding Hwy, Lima, OH 45804",45804,40.730345,-84.0656,3.5,$$,13.0,red-lobster-lima
479,"2322 W 4th St, Mansfield, OH 44906",44906,40.774259,-82.598615,4.0,$$,14.0,red-lobster-mansfield
480,"1318 Mt Vernon Ave, Marion, OH 43302",43302,40.581464000000004,-83.09435,3.0,$$,9.0,red-lobster-marion
481,"1422 S Reynolds Rd, Maumee, OH 43537",43537,41.583574,-83.664282,3.0,$$,28.0,red-lobster-maumee
482,"4990 Monroe St, Toledo, OH 43623",43623,41.69826,-83.641003,2.5,$$,34.0,red-lobster-toledo
483,"7744 Reynolds Rd, Mentor, OH 44060",44060,41.660607,-81.378885,2.5,$$,58.0,red-lobster-mentor
484,"255 Graff Rd SE, New Philadelphia, OH 44663",44663,40.480039,-81.44453299999999,3.0,$$,9.0,red-lobster-new-philadelphia
485,"5701 Youngstown Warren Rd, Niles, OH 44446",44446,41.210144,-80.74897,3.0,$$,25.0,red-lobster-niles
486,"25615 Brookpark Rd, North Olmsted, OH 44070",44070,41.418315,-81.904746,3.0,$$,57.0,red-lobster-north-olmsted
487,"7607 Day Dr, Parma, OH 44129",44129,41.380018,-81.736628,2.5,$$,43.0,red-lobster-parma
488,"991 E Ash St, Piqua, OH 45356",45356,40.150588,-84.223395,3.0,$$,15.0,red-lobster-piqua
489,"50740 Valley, Center St, St Clairsville, OH 43950",43950,40.074141,-80.87063,3.5,$$,13.0,red-lobster-saint-clairsville
490,"Mall, 4016 Milan Rd, Sandusky, OH 44870",44870,41.419834,-82.675004,2.5,$$$,19.0,red-lobster-sandusky
491,"1898 W 1st St, Springfield, OH 45504",45504,39.941966,-83.839608,3.5,$$,18.0,red-lobster-springfield
492,"3805 Burbank Rd, Wooster, OH 44691",44691,40.846097,-81.94343,2.5,$$,12.0,red-lobster-wooster
493,"1410 Boardman Poland Rd, Youngstown, OH 44514",44514,41.024707,-80.629137,3.0,$$$,28.0,red-lobster-youngstown
494,"755 Zane St, Zanesville, OH 43701",43701,39.948116,-82.001719,3.5,$$,15.0,red-lobster-zanesville
495,"3112 NW Cache Rd, Lawton, OK 73505",73505,34.623081,-98.431668,3.0,$$,26.0,red-lobster-lawton
496,"225 W Shawnee St, Muskogee, OK 74401",74401,35.769324,-95.36200699999999,2.5,$$,21.0,red-lobster-muskogee
497,"302 N Interstate Dr, Norman, OK 73072",73072,35.220993,-97.486519,3.5,$$,34.0,red-lobster-norman
498,"4243 NW Expressway Street, Oklahoma City, OK 73116",73116,35.540122,-97.595801,2.5,$$,55.0,red-lobster-oklahoma-city-3
499,"2625 W Memorial Rd, Oklahoma City, OK 73134",73134,35.610176,-97.56192800000001,3.0,$$,53.0,red-lobster-oklahoma-city-2
500,"1000 W Interstate 240 Service Rd, Oklahoma City, OK 73139",73139,35.39065,-97.532021,3.0,$$,59.0,red-lobster-oklahoma-city
501,"435 Shawnee Mall Dr, Shawnee, OK 74804",74804,35.385119,-96.926964,3.0,$$,20.0,red-lobster-shawnee
502,"102 E Hall of Fame Ave, Stillwater, OK 74075",74075,36.127221999999996,-97.058338,2.5,$$,24.0,red-lobster-stillwater
503,"4525 E 51st St, Tulsa, OK 74135",74135,36.09025,-95.925289,3.0,$$,43.0,red-lobster-tulsa
504,"6728 S Memorial Dr, Tulsa, OK 74133",74133,36.064884,-95.886923,3.5,$$,53.0,red-lobster-tulsa-2
505,"1085 Valley River Way, Eugene, OR 97401",97401,44.069615,-123.1031031,3.5,$$,113.0,red-lobster-eugene
506,"240 NW Burnside Rd, Gresham, OR 97030",97030,45.508982,-122.43325300000001,3.5,$$,135.0,red-lobster-gresham
507,"2200 Crater Lake Hwy, Medford, OR 97504",97504,42.348603999999995,-122.877982,3.5,$$,94.0,red-lobster-medford
508,"521 Lancaster Dr NE, Salem, OR 97301",97301,44.937367,-122.9833881,3.0,$$,94.0,red-lobster-salem
509,"10330 SW Greenburg Rd, Tigard, OR 97223",97223,45.445523,-122.77596000000001,3.0,$$,230.0,red-lobster-tigard
510,"3330 Pleasant Valley Blvd, Altoona, PA 16602",16602,40.482793,-78.400988,3.0,$$,10.0,red-lobster-altoona
511,"3588 PA-611, Bartonsville, PA 18321",18321,41.000359,-75.270827,3.0,$$,72.0,red-lobster-bartonsville-2
512,"104 Moraine Pointe Plaza, Butler, PA 16001",16001,40.877720000000004,-79.95125,3.5,$$,23.0,red-lobster-butler
513,"935 Wayne Ave, Chambersburg, PA 17201",17201,39.914396,-77.652934,3.5,$$,24.0,red-lobster-chambersburg
514,"813 E DuBois Ave, DuBois, PA 15801",15801,41.124738,-78.738366,3.5,$$,20.0,red-lobster-du-bois
515,"2040 Edinboro Road, Millcreek Mall, Erie, PA 16509",16509,42.064744,-80.098628,2.5,$$,32.0,red-lobster-erie
516,"5080 US-30 E, Greensburg, PA 15601",15601,40.300895000000004,-79.492023,3.0,$$,33.0,red-lobster-greensburg
517,"407 Eisenhower Dr, Hanover, PA 17331",17331,39.824704,-76.9805,2.5,$$,23.0,red-lobster-hanover
518,"4300 Jonestown Rd, Harrisburg, PA 17109",17109,40.299569,-76.820175,3.0,$$,60.0,red-lobster-harrisburg
519,"3370 Shenango Valley Fwy, Hermitage, PA 16148",16148,41.230732,-80.447703,3.0,$$,12.0,red-lobster-hermitage
520,"525 Galleria Dr, Johnstown, PA 15904",15904,40.2978,-78.836327,4.0,$$,17.0,red-lobster-johnstown
521,"425 W Dekalb Pike, King of Prussia, PA 19406",19406,40.090657,-75.37330899999999,2.5,$$,127.0,red-lobster-king-of-prussia
522,"2090 Lincoln Hwy E, Lancaster, PA 17602",17602,40.030390000000004,-76.235892,3.0,$$,42.0,red-lobster-lancaster
523,"2275 Lincoln Hwy, Langhorne, PA 19047",19047,40.178281,-74.880185,3.0,$$,71.0,red-lobster-langhorne
524,"640 Cowpath Rd, Lansdale, PA 19446",19446,40.247645,-75.245023,2.5,$$,73.0,red-lobster-lansdale
525,"16736 Conneaut Lake Rd, Meadville, PA 16335",16335,41.623584,-80.201514,3.0,$$$,7.0,red-lobster-meadville
526,"4711 Carlisle Pike, Mechanicsburg, PA 17050",17050,40.237877000000005,-76.96378,3.5,$$,44.0,red-lobster-mechanicsburg
527,"3941 William Penn Hwy, Monroeville, PA 15146",15146,40.438401,-79.775403,3.0,$$,49.0,red-lobster-monroeville
528,"9140 Roosevelt Blvd E, Philadelphia, PA 19115",19115,40.075949,-75.034346,2.5,$$,106.0,red-lobster-philadelphia
529,"259 Clairton Blvd, Pittsburgh, PA 15236",15236,40.338331,-79.952066,3.5,$$,34.0,red-lobster-pittsburgh-2
530,"6150 Robinson Centre Dr, Pittsburgh, PA 15205",15205,40.451402,-80.16060999999999,3.5,$$,42.0,red-lobster-pittsburgh
531,"4766 McKnight Rd, Pittsburgh, PA 15237",15237,40.519447,-80.004391,3.0,$$,60.0,red-lobster-pittsburgh-3
532,"223 Shoemaker Rd, Pottstown, PA 19464",19464,40.254113000000004,-75.660487,2.5,$$,38.0,red-lobster-pottstown
533,"1502 Scranton Carbondale Hwy, Scranton, PA 18508",18508,41.470387,-75.636723,2.0,$$,34.0,red-lobster-scranton-2
534,"1 Baltimore Pike, Springfield, PA 19064",19064,39.924088,-75.312216,2.5,$$,86.0,red-lobster-springfield-2
535,"1670 N Atherton St, State College, PA 16803",16803,40.807587,-77.89603699999999,3.0,$$,33.0,red-lobster-state-college
536,"515 W Main St, Uniontown, PA 15401",15401,39.907815,-79.742224,3.0,$$,16.0,red-lobster-uniontown
537,"1005 Trinity Cir, Washington, PA 15301",15301,40.184906,-80.223676,3.5,$$,20.0,red-lobster-washington
538,"800 Lehigh Lifestyle Center, Whitehall, PA 18052",18052,40.633703000000004,-75.479314,3.0,$$,65.0,red-lobster-whitehall
539,"10 East End Center, Wilkes-Barre, PA 18702",18702,41.250219,-75.851203,3.0,$$,29.0,red-lobster-wilkes-barre
540,"1951 E 3rd St, Williamsport, PA 17701",17701,41.248613,-76.961761,3.0,$$,28.0,red-lobster-williamsport
541,"945 Woodland Rd, Wyomissing, PA 19610",19610,40.346546000000004,-75.96793100000001,3.0,$$,36.0,red-lobster-wyomissing-2
542,"2555 E Market Street York Co Shopping Center, York, PA 17402",17402,39.975196999999994,-76.676487,3.0,$$,34.0,red-lobster-york
543,"950 Aiken Mall Dr SW, Aiken, SC 29803",29803,33.50789,-81.711876,3.0,$$,15.0,red-lobster-aiken
544,"3426 Clemson Blvd, Anderson, SC 29621",29621,34.547986,-82.671495,3.0,$$,30.0,red-lobster-anderson-2
545,"1270 Knox Abbott Dr, Cayce, SC 29033",29033,33.979132,-81.072291,3.0,$$,50.0,red-lobster-cayce
546,"2080 Sam Rittenberg Blvd, Charleston, SC 29407",29407,32.792409,-80.031503,3.0,$$,41.0,red-lobster-charleston-2
547,"2460 Mall Dr, North Charleston, SC 29406",29406,32.876556,-80.014299,2.5,$$,69.0,red-lobster-north-charleston
548,"10136 Two Notch Rd Unit 106, Columbia, SC 29229",29229,34.117286,-80.88154499999999,3.0,$$,50.0,red-lobster-columbia-2
549,"2540 David H McLeod Blvd, Florence, SC 29501",29501,34.188277,-79.830783,3.0,$$,36.0,red-lobster-florence
550,"1940 Wade Hampton Blvd, Greenville, SC 29615",29615,34.879194,-82.359964,3.0,$$,57.0,red-lobster-greenville-2
551,"1616 By-Pass 72 N.E, Greenwood, SC 29649",29649,34.21702,-82.15830600000001,3.0,$$,13.0,red-lobster-greenwood
552,"1230 N Retail Ct, Myrtle Beach, SC 29577",29577,33.706095,-78.920426,4.0,$$,49.0,red-lobster-myrtle-beach-3
553,"10000 US-17 BUS, Myrtle Beach, SC 29572",29572,33.785554,-78.778432,3.5,$$,35.0,red-lobster-myrtle-beach
554,"170 E Blackstock Rd, Spartanburg, SC 29301",29301,34.930807,-81.989612,2.5,$$,30.0,red-lobster-spartanburg
555,"1034 Broad St, Sumter, SC 29150",29150,33.947492,-80.37492900000001,3.0,$$,18.0,red-lobster-sumter
556,"120 Disk Dr, Rapid City, SD 57701",57701,44.105174,-103.21276,4.0,$$,27.0,red-lobster-rapid-city
557,"3901 W 41st St, Sioux Falls, SD 57106",57106,43.513824,-96.773821,2.5,$$,29.0,red-lobster-sioux-falls
558,"5259 Hickory Hollow Pkwy, Antioch, TN 37013",37013,36.0474,-86.65692,3.0,$$,47.0,red-lobster-antioch-3
559,"2200 Bams Dr, Chattanooga, TN 37421",37421,35.038958,-85.157596,2.5,$$,51.0,red-lobster-chattanooga-2
560,"2131 Northgate Mall Lane, Chattanooga, TN 37415",37415,35.133174,-85.240775,2.5,$$,25.0,red-lobster-chattanooga
561,"2838 Wilma Rudolph Blvd, Clarksville, TN 37040",37040,36.590298,-87.292712,3.5,$$,44.0,red-lobster-clarksville-2
562,"1410 Interstate Dr, Cookeville, TN 38501",38501,36.137401000000004,-85.512162,3.5,$$,19.0,red-lobster-cookeville
563,"1718 Galleria Blvd, Franklin, TN 37067",37067,35.964464,-86.810427,2.5,$$,48.0,red-lobster-franklin
564,"123 Stonebrook Pl, Jackson, TN 38305",38305,35.685682,-88.856578,3.5,$$,16.0,red-lobster-jackson-3
565,"1909 N Roan St, Johnson City, TN 37601",37601,36.337524,-82.374024,3.0,$$,24.0,red-lobster-johnson-city
566,"8040 Kingston Pike, Knoxville, TN 37919",37919,35.924076,-84.04861700000001,2.5,$$,48.0,red-lobster-knoxville-2
567,"305 Merchant Dr, Knoxville, TN 37912",37912,36.009883,-83.974845,2.5,$$,28.0,red-lobster-knoxville
568,"359 S Illinois Ave, Oak Ridge, TN 37830",37830,36.007045,-84.254425,3.5,$$,20.0,red-lobster-oak-ridge
569,"1600 Parkway, Sevierville, TN 37862",37862,35.834295000000004,-83.57316800000001,3.5,$$,47.0,red-lobster-sevierville
570,"1814 Gallatin Pike N, Madison, TN 37115",37115,36.299358000000005,-86.697761,3.0,$$,40.0,red-lobster-madison-2
571,"8161 US-64, Memphis, TN 38133",38133,35.203936999999996,-89.790456,2.5,$$,84.0,red-lobster-memphis-2
572,"7750 Winchester Rd, Memphis, TN 38125",38125,35.049825,-89.804874,2.5,$$,66.0,red-lobster-memphis
573,"401 S Mt Juliet Rd STE 120, Mt. Juliet, TN 37122",37122,36.167978999999995,-86.512924,3.0,$$,51.0,red-lobster-mount-juliet
574,"1745 Old Fort Pkwy, Murfreesboro, TN 37129",37129,35.845242999999996,-86.419568,3.5,$$,40.0,red-lobster-murfreesboro
575,"1947 N Jackson St, Tullahoma, TN 37388",37388,35.386025,-86.234009,3.0,$$,13.0,red-lobster-tullahoma
576,"1280 S Clack St, Abilene, TX 79605",79605,32.436488,-99.78774,3.0,$$,43.0,red-lobster-abilene
577,"3311 I-40 W, Amarillo, TX 79109",79109,35.191084000000004,-101.875182,3.0,$$,39.0,red-lobster-amarillo
578,"4233 S Cooper St, Arlington, TX 76015",76015,32.678214000000004,-97.134486,2.5,$$,136.0,red-lobster-arlington
579,"3815 S Lamar Blvd, Austin, TX 78704",78704,30.237734000000003,-97.789567,3.0,$$,139.0,red-lobster-austin
580,"2702 A, Parker Dr, Round Rock, TX 78681",78681,30.480651,-97.68238199999999,3.0,$$,192.0,red-lobster-round-rock
581,"109 W Anderson Ln, Austin, TX 78752",78752,30.343625,-97.7060922,3.0,$$,144.0,red-lobster-austin-2
582,"4717 Highway 10, Baytown, TX 77521",77521,29.804571000000003,-94.987262,2.5,$$,47.0,red-lobster-baytown
583,"2820 IH-10 East, Beaumont, TX 77703",77703,30.096927,-94.132285,2.0,$$,41.0,red-lobster-beaumont
584,"1075 FM802, Brownsville, TX 78521",78521,25.949847000000002,-97.503866,3.0,$$,15.0,red-lobster-brownsville
585,"1175 N Burleson Blvd, Burleson, TX 76028",76028,32.569146,-97.31972900000001,2.5,$$,67.0,red-lobster-burleson
586,"1200 University Dr, College Station, TX 77840",77840,30.636003000000002,-96.31955400000001,2.0,,2.0,red-lobster-bryan
587,"2944 Interstate 45 N, Conroe, TX 77303",77303,30.346264,-95.481993,2.5,$$,47.0,red-lobster-conroe-3
588,"5825 S Padre Island Dr, Corpus Christi, TX 78412",78412,27.704871999999998,-97.365904,2.5,$$,63.0,red-lobster-corpus-christi
589,"9069 Vantage Point Dr, Dallas, TX 75243",75243,32.917154,-96.74568199999999,3.0,$$,122.0,red-lobster-dallas-2
590,"3906 Towne Crossing Blvd, Mesquite, TX 75150",75150,32.818554999999996,-96.630881,2.5,$$,101.0,red-lobster-mesquite
591,"10290 E Technology Blvd E, Dallas, TX 75220",75220,32.862891999999995,-96.896528,3.0,$$,102.0,red-lobster-dallas
592,"2801 S Interstate 35 E, Denton, TX 76210",76210,33.183221,-97.10230899999999,3.0,$$,93.0,red-lobster-denton
593,"603 N, S Cockrell Hill Rd, Duncanville, TX 75116",75116,32.657982000000004,-96.89184399999999,2.5,$$,76.0,red-lobster-duncanville
594,"8401 Gateway Blvd W, El Paso, TX 79925",79925,31.7753,-106.38356999999999,3.5,$$,33.0,red-lobster-el-paso-3
595,"1860 Joe Battle Blvd, El Paso, TX 79936",79936,31.756960999999997,-106.26695900000001,3.5,$$,46.0,red-lobster-el-paso-2
596,"800 Sunland Park Dr, El Paso, TX 79912",79912,31.816567,-106.547081,3.5,$$,35.0,red-lobster-el-paso-4
597,"4805 S Hulen St, Fort Worth, TX 76132",76132,32.67675,-97.395462,2.5,$$,75.0,red-lobster-fort-worth
598,"7800 Bedford Euless Rd, North Richland Hills, TX 76180",76180,32.833864,-97.211529,3.0,$$,117.0,red-lobster-north-richland-hills
599,"4205 W Airport Fwy, Irving, TX 75062",75062,32.838366,-97.010037,3.0,$$,94.0,red-lobster-irving
600,"3056 Preston Rd, Frisco, TX 75034",75034,33.103328000000005,-96.804919,2.5,$$,176.0,red-lobster-frisco
601,"7601 Wesley St, Greenville, TX 75402",75402,33.093578,-96.109226,3.0,$$,44.0,red-lobster-greenville-4
602,"2760 S Texas 6, Houston, TX 77082",77082,29.729814,-95.64489300000001,2.5,$$,113.0,red-lobster-houston-2
603,"13232 Northwest Fwy, Houston, TX 77040",77040,29.847458000000003,-95.501408,2.5,$$,133.0,red-lobster-houston-3
604,"302 Farm to Market 1960 Rd W, Houston, TX 77090",77090,30.020533,-95.433275,3.0,$$,93.0,red-lobster-houston
605,"20414 US-59 N, Humble, TX 77338",77338,30.011744,-95.263903,3.0,$$,70.0,red-lobster-humble-2
606,"888 Bay Area Blvd, Webster, TX 77598",77598,29.543422999999997,-95.137183,3.0,$$,87.0,red-lobster-webster
607,"25408 Bell Patna Dr, Katy, TX 77494",77494,29.777652000000003,-95.813586,2.5,$$,106.0,red-lobster-katy
608,"2323 Hwy 6, Sugar Land, TX 77478",77478,29.597503000000003,-95.618444,2.5,$$,100.0,red-lobster-sugar-land
609,"4002 Spencer Hwy, Pasadena, TX 77504",77504,29.664769,-95.183304,3.0,$$,47.0,red-lobster-pasadena
610,"1001 E Central Texas Expy, Killeen, TX 76541",76541,31.09542,-97.73133299999999,2.0,$$,141.0,red-lobster-killeen
611,"104 HWY 332 W, Lake Jackson, TX 77566",77566,29.047881,-95.456909,3.0,$$,32.0,red-lobster-lake-jackson
612,"5315 San Dario Ave, Laredo, TX 78041",78041,27.551932,-99.502965,4.0,$$,8.0,red-lobster-laredo
613,"2497 S Stemmons Fwy, Lewisville, TX 75067",75067,33.003036,-96.96685699999999,2.5,$$,95.0,red-lobster-lewisville
614,"3515 McCann Rd, Longview, TX 75605",75605,32.540465999999995,-94.75482,2.5,$$,39.0,red-lobster-longview
615,"5034 50th St, Lubbock, TX 79414",79414,33.549397,-101.921138,2.5,$$,54.0,red-lobster-lubbock
616,"1919 S 1st St, Lufkin, TX 75901",75901,31.310591,-94.726514,2.5,$$,30.0,red-lobster-lufkin
617,"7617 N 10th St, McAllen, TX 78504",78504,26.272282,-98.218756,2.5,$$,37.0,red-lobster-mcallen
618,"701 W Expy 83, McAllen, TX 78503",78503,26.18835,-98.22965500000001,3.5,$$,18.0,red-lobster-mcallen-2
619,"4536 E University Blvd, Odessa, TX 79762",79762,31.878778000000004,-102.329914,2.5,$$,72.0,red-lobster-odessa
620,"11104 Broadway St, Pearland, TX 77584",77584,29.555134999999996,-95.39165899999999,2.0,$$,134.0,red-lobster-pearland
621,"3501 Central Expy, Plano, TX 75023",75023,33.044466,-96.70167099999999,3.0,$$,166.0,red-lobster-plano
622,"4401 Kemp Blvd, Wichita Falls, TX 76308",76308,33.863533000000004,-98.535422,3.0,$$,39.0,red-lobster-wichita-falls
623,"8210 I-H 35 North, San Antonio, TX 78239",78239,29.512894,-98.396231,3.0,$$,80.0,red-lobster-san-antonio-5
624,"3909 Sunset Dr, San Angelo, TX 76904",76904,31.428023,-100.495563,2.5,$$,48.0,red-lobster-san-angelo
625,"5815 N Loop 1604 W, San Antonio, TX 78249",78249,29.591579,-98.601561,3.0,$$,83.0,red-lobster-san-antonio
626,"4550 Northwest Loop 410, San Antonio, TX 78229",78229,29.488816999999997,-98.57235,3.5,$$,69.0,red-lobster-san-antonio-3
627,"17415 US-281 North, San Antonio, TX 78232",78232,29.602484000000004,-98.471365,3.0,$$,87.0,red-lobster-san-antonio-2
628,"1381 SW Loop 410, San Antonio, TX 78227",78227,29.419934,-98.650435,3.0,$$,45.0,red-lobster-san-antonio-6
629,"7835 Interstate 35 Access Rd, San Antonio, TX 78224",78224,29.350613,-98.53600899999999,3.0,$$,38.0,red-lobster-san-antonio-7
630,"100 N Interstate 35 Frontage Rd, San Marcos, TX 78666",78666,29.868323999999998,-97.938375,3.0,$$,93.0,red-lobster-san-marcos
631,"18446 Interstate 45 S, Shenandoah, TX 77384",77384,30.188333,-95.45380899999999,3.0,$$,63.0,red-lobster-shenandoah
632,"3600 N, US-75, Sherman, TX 75090",75090,33.677215999999994,-96.610155,3.0,$$,35.0,red-lobster-sherman
633,"3002 St Michael Dr, Texarkana, TX 75503",75503,33.461168,-94.0786,2.5,$$,33.0,red-lobster-texarkana
634,"1500 W SW Loop 323, Tyler, TX 75701",75701,32.303013,-95.318089,2.5,$$,54.0,red-lobster-tyler
635,"7404 Zac Lentz Pkwy, Victoria, TX 77904",77904,28.864815999999998,-96.995805,2.5,$$,21.0,red-lobster-victoria
636,"5925 W Waco Dr, Waco, TX 76710",76710,31.514011,-97.188079,2.5,$$,49.0,red-lobster-waco
637,"979 N 400 W, Layton, UT 84041",84041,41.074436,-111.974549,3.0,$$,73.0,red-lobster-layton
638,"298 E Winchester St, Murray, UT 84107",84107,40.632109,-111.88199099999999,3.0,$$,109.0,red-lobster-murray
639,"1261 S 800 E, Orem, UT 84097",84097,40.273564,-111.675526,3.0,$$,73.0,red-lobster-orem
640,"263 N, Red Cliffs Dr, St. George, UT 84790",84790,37.112426,-113.554409,3.5,$$,74.0,red-lobster-saint-george
641,"2294 1300 E, Salt Lake City, UT 84106",84106,40.720633,-111.854114,3.0,$$,82.0,red-lobster-salt-lake-city-2
642,"555 S Van Dorn St, Alexandria, VA 22304",22304,38.805088,-77.13449399999999,2.5,$$,202.0,red-lobster-alexandria
643,"3167 Linden Dr, Bristol, VA 24202",24202,36.629216,-82.126305,3.5,$$$,17.0,red-lobster-bristol
